dz, F
1.42442e-07, -1.14902e-10
1.42456e-07, -1.12399e-10
1.4247e-07, -1.09881e-10
1.42485e-07, -1.07343e-10
1.425e-07, -1.0479e-10
1.42516e-07, -1.02227e-10
1.42532e-07, -9.96477e-11
1.42549e-07, -9.70524e-11
1.42566e-07, -9.44393e-11
1.42584e-07, -9.18173e-11
1.42602e-07, -8.91827e-11
1.42621e-07, -8.6533e-11
1.42641e-07, -8.38681e-11
1.42661e-07, -8.1195e-11
1.42681e-07, -7.85107e-11
1.42702e-07, -7.58145e-11
1.42723e-07, -7.31099e-11
1.42745e-07, -7.03984e-11
1.42768e-07, -6.7683e-11
1.42791e-07, -6.49672e-11
1.42814e-07, -6.22459e-11
1.42838e-07, -5.95216e-11
1.42863e-07, -5.68053e-11
1.42888e-07, -5.40902e-11
1.42913e-07, -5.13743e-11
1.42939e-07, -4.86634e-11
1.42966e-07, -4.59513e-11
1.42993e-07, -4.32422e-11
1.4302e-07, -4.05368e-11
1.43048e-07, -3.7836e-11
1.43076e-07, -3.51343e-11
1.43105e-07, -3.24335e-11
1.43135e-07, -2.97385e-11
1.43165e-07, -2.70429e-11
1.43195e-07, -2.43501e-11
1.43226e-07, -2.16683e-11
1.43257e-07, -1.89889e-11
1.43289e-07, -1.63183e-11
1.43321e-07, -1.36464e-11
1.43354e-07, -1.09729e-11
1.43387e-07, -8.3044e-12
1.43421e-07, -5.64765e-12
1.43455e-07, -3.00601e-12
1.43489e-07, -3.8195e-13
1.43524e-07, 2.22494e-12
1.4356e-07, 4.81922e-12
1.43596e-07, 7.40105e-12
1.43632e-07, 9.97135e-12
1.43669e-07, 1.25269e-11
1.43706e-07, 1.50641e-11
1.43744e-07, 1.75838e-11
1.43782e-07, 2.00866e-11
1.43821e-07, 2.25738e-11
1.4386e-07, 2.50449e-11
1.439e-07, 2.74999e-11
1.4394e-07, 2.99368e-11
1.4398e-07, 3.23591e-11
1.44021e-07, 3.47598e-11
1.44062e-07, 3.71316e-11
1.44104e-07, 3.94805e-11
1.44146e-07, 4.1807e-11
1.44188e-07, 4.411e-11
1.44231e-07, 4.63929e-11
1.44274e-07, 4.8659e-11
1.44318e-07, 5.09051e-11
1.44362e-07, 5.31358e-11
1.44407e-07, 5.53469e-11
1.44452e-07, 5.75411e-11
1.44497e-07, 5.97108e-11
1.44543e-07, 6.18584e-11
1.44589e-07, 6.3984e-11
1.44636e-07, 6.60879e-11
1.44683e-07, 6.81669e-11
1.4473e-07, 7.02286e-11
1.44778e-07, 7.2272e-11
1.44826e-07, 7.42942e-11
1.44875e-07, 7.62929e-11
1.44924e-07, 7.82706e-11
1.44973e-07, 8.02305e-11
1.45023e-07, 8.21717e-11
1.45073e-07, 8.40941e-11
1.45123e-07, 8.60001e-11
1.45174e-07, 8.78879e-11
1.45225e-07, 8.97581e-11
1.45276e-07, 9.1608e-11
1.45328e-07, 9.34362e-11
1.4538e-07, 9.52392e-11
1.45433e-07, 9.70214e-11
1.45486e-07, 9.87863e-11
1.45539e-07, 1.00533e-10
1.45593e-07, 1.02261e-10
1.45647e-07, 1.03972e-10
1.45701e-07, 1.05658e-10
1.45756e-07, 1.07328e-10
1.45811e-07, 1.08984e-10
1.45866e-07, 1.10625e-10
1.45922e-07, 1.12253e-10
1.45978e-07, 1.13867e-10
1.46034e-07, 1.15466e-10
1.46091e-07, 1.17049e-10
1.46148e-07, 1.18619e-10
1.46205e-07, 1.20174e-10
1.46263e-07, 1.21713e-10
1.46321e-07, 1.23237e-10
1.46379e-07, 1.24751e-10
1.46438e-07, 1.26251e-10
1.46497e-07, 1.27732e-10
1.46556e-07, 1.29201e-10
1.46615e-07, 1.30656e-10
1.46675e-07, 1.32096e-10
1.46735e-07, 1.33523e-10
1.46796e-07, 1.34937e-10
1.46857e-07, 1.3634e-10
1.46918e-07, 1.37728e-10
1.46979e-07, 1.39102e-10
1.4704e-07, 1.40464e-10
1.47102e-07, 1.4181e-10
1.47164e-07, 1.43137e-10
1.47227e-07, 1.44447e-10
1.4729e-07, 1.45742e-10
1.47353e-07, 1.47019e-10
1.47416e-07, 1.48273e-10
1.47479e-07, 1.49512e-10
1.47543e-07, 1.5074e-10
1.47607e-07, 1.5195e-10
1.47672e-07, 1.53148e-10
1.47736e-07, 1.54329e-10
1.47801e-07, 1.55496e-10
1.47866e-07, 1.56647e-10
1.47931e-07, 1.57781e-10
1.47997e-07, 1.58904e-10
1.48063e-07, 1.60015e-10
1.48129e-07, 1.61113e-10
1.48195e-07, 1.622e-10
1.48262e-07, 1.63283e-10
1.48329e-07, 1.64354e-10
1.48396e-07, 1.65418e-10
1.48463e-07, 1.66468e-10
1.48531e-07, 1.67501e-10
1.48599e-07, 1.68523e-10
1.48667e-07, 1.69533e-10
1.48735e-07, 1.70533e-10
1.48804e-07, 1.71524e-10
1.48872e-07, 1.72506e-10
1.48941e-07, 1.73471e-10
1.49011e-07, 1.74423e-10
1.4908e-07, 1.75363e-10
1.4915e-07, 1.76291e-10
1.49219e-07, 1.77204e-10
1.49289e-07, 1.78104e-10
1.4936e-07, 1.78991e-10
1.4943e-07, 1.79867e-10
1.49501e-07, 1.80741e-10
1.49572e-07, 1.81611e-10
1.49643e-07, 1.82474e-10
1.49714e-07, 1.83327e-10
1.49786e-07, 1.8417e-10
1.49857e-07, 1.85009e-10
1.49929e-07, 1.85841e-10
1.50001e-07, 1.86666e-10
1.50073e-07, 1.87486e-10
1.50146e-07, 1.88304e-10
1.50219e-07, 1.89115e-10
1.50291e-07, 1.89919e-10
1.50364e-07, 1.90714e-10
1.50438e-07, 1.91495e-10
1.50511e-07, 1.92268e-10
1.50585e-07, 1.93034e-10
1.50658e-07, 1.93797e-10
1.50732e-07, 1.94549e-10
1.50806e-07, 1.9529e-10
1.50881e-07, 1.96022e-10
1.50955e-07, 1.96738e-10
1.5103e-07, 1.97449e-10
1.51104e-07, 1.98151e-10
1.51179e-07, 1.9885e-10
1.51255e-07, 1.99532e-10
1.5133e-07, 2.0019e-10
1.51405e-07, 2.0084e-10
1.51481e-07, 2.01498e-10
1.51557e-07, 2.02168e-10
1.51632e-07, 2.02855e-10
1.51709e-07, 2.03559e-10
1.51785e-07, 2.04276e-10
1.51861e-07, 2.05002e-10
1.51938e-07, 2.05735e-10
1.52014e-07, 2.06473e-10
1.52091e-07, 2.07218e-10
1.52168e-07, 2.07966e-10
1.52245e-07, 2.08718e-10
1.52322e-07, 2.09472e-10
1.524e-07, 2.10226e-10
1.52477e-07, 2.10982e-10
1.52555e-07, 2.11738e-10
1.52633e-07, 2.12494e-10
1.52711e-07, 2.1325e-10
1.52789e-07, 2.14006e-10
1.52867e-07, 2.14762e-10
1.52945e-07, 2.15518e-10
1.53024e-07, 2.16273e-10
1.53103e-07, 2.17024e-10
1.53181e-07, 2.17774e-10
1.5326e-07, 2.18521e-10
1.53339e-07, 2.19265e-10
1.53418e-07, 2.20005e-10
1.53497e-07, 2.20742e-10
1.53577e-07, 2.21473e-10
1.53656e-07, 2.22197e-10
1.53736e-07, 2.22915e-10
1.53815e-07, 2.23625e-10
1.53895e-07, 2.24328e-10
1.53975e-07, 2.25027e-10
1.54055e-07, 2.25721e-10
1.54135e-07, 2.26411e-10
